,Week,Name,Team,Opponent,Fanduel_Points,Fanduel_Price,Home
1329,4,"Jones, Daniel",nyg, lar,11.1,6600.0,Away
1330,4,"Mullens, Nick",sfo,phi,8.0,6600.0,Home
1331,4,"Beathard, C.J.",sfo,phi,5.52,6000.0,Home
1332,4,"Stidham, Jarrett",nwe, kan,4.7,6000.0,Away
1333,4,"Hoyer, Brian",nwe, kan,3.0,6000.0,Away
1334,4,"Hill, Taysom",nor, det,1.9,5000.0,Away
1335,4,"Hurts, Jalen",phi, sfo,1.8,6000.0,Away
1336,4,"Driskel, Jeff",den, nyj,0.9,6500.0,Away
1337,4,"Flacco, Joe",nyj,den,0.64,6000.0,Home
1338,4,"Daniel, Chase",det,nor,0.0,6000.0,Home
1339,4,"Boyle, Tim",gnb,atl,-0.1,6000.0,Home
1340,4,"Griffin III, Robert",bal, was,-0.7,6000.0,Away
1341,4,"Mixon, Joe",cin,jac,39.1,6800.0,Home
1342,4,"Cook, Dalvin",min, hou,27.6,8700.0,Away
1343,4,"Gordon, Melvin",den, nyj,24.8,7100.0,Away
1344,4,"Carson, Chris",sea, mia,23.5,7900.0,Away
1345,4,"Gibson, Antonio",was,bal,20.8,5500.0,Home
1346,4,"Murray, Latavius",nor, det,20.8,4900.0,Away
1347,4,"Jones, Aaron",gnb,atl,19.6,8400.0,Home
1348,4,"Davis, Mike",car,ari,19.6,6300.0,Home
1349,4,"Kamara, Alvin",nor, det,19.4,8800.0,Away
1350,4,"McKinnon, Jerick",sfo,phi,19.2,6000.0,Home
1351,4,"Hunt, Kareem",cle, dal,19.1,5900.0,Away
1352,4,"Gurley, Todd",atl, gnb,18.8,6600.0,Away
1353,4,"Elliott, Ezekiel",dal,cle,16.5,9000.0,Home
1354,4,"Singletary, Devin",buf, lvr,16.1,6000.0,Away
1355,4,"Jones, Ronald",tam,lac,15.8,5600.0,Home
1356,4,"Williams, Jamaal",gnb,atl,14.5,5100.0,Home
1357,4,"Bonnafon, Reggie",car,ari,14.1,4600.0,Home
1358,4,"Swift, D'Andre",det,nor,13.2,5300.0,Home
1359,4,"Robinson, James",jac, cin,12.7,6600.0,Away
1360,4,"Edmonds, Chase",ari, car,12.5,5300.0,Away
1361,4,"Edwards-Helaire, Clyde",kan,nwe,10.6,7400.0,Home
1362,4,"Johnson, David",hou,min,10.2,6700.0,Home
1363,4,"Ingram, Mark",bal, was,10.2,6500.0,Away
1364,4,"Harris, Damien",nwe, kan,10.0,4500.0,Away
1365,4,"Pollard, Tony",dal,cle,9.7,4700.0,Home
1366,4,"Peterson, Adrian",det,nor,9.6,5500.0,Home
1367,4,"Vaughn, Ke'Shawn",tam,lac,9.6,4500.0,Home
1368,4,"Johnson, D'Ernest",cle, dal,9.5,4500.0,Away
1369,4,"White, James",nwe, kan,9.4,5200.0,Away
1370,4,"Montgomery, David",chi,ind,9.2,5800.0,Home
1371,4,"Jacobs, Josh",lvr,buf,8.8,8000.0,Home
1372,4,"Freeman, Devonta",nyg, lar,8.8,5400.0,Away
1373,4,"Sanders, Miles",phi, sfo,8.6,7600.0,Away
1374,4,"Taylor, Jonathan",ind, chi,8.4,7500.0,Away
1375,4,"Brown, Malcolm",lar,nyg,8.1,5300.0,Home
1376,4,"Mattison, Alexander",min, hou,7.7,5500.0,Away
1377,4,"Gaskin, Myles",mia,sea,7.7,5400.0,Home
1378,4,"Homer, Travis",sea, mia,7.3,5200.0,Away
1379,4,"Breida, Matt",mia,sea,6.3,4800.0,Home
1380,4,"McKissic, J.D.",was,bal,6.1,4700.0,Home
1381,4,"Johnson, Duke",hou,min,6.0,4700.0,Home
1382,4,"Burkhead, Rex",nwe, kan,5.5,5600.0,Away
1383,4,"Hines, Nyheim",ind, chi,4.7,5200.0,Away
1384,4,"Gallman, Wayne",nyg, lar,4.5,4900.0,Away
1385,4,"Chubb, Nick",cle, dal,4.3,8300.0,Away
1386,4,"Henderson, Darrell",lar,nyg,4.3,6400.0,Home
1387,4,"Smith, Ito",atl, gnb,4.2,4500.0,Away
1388,4,"Gore, Frank",nyj,den,4.1,5300.0,Home
1389,4,"Edwards, Gus",bal, was,3.8,4600.0,Away
1390,4,"Ingold, Alec",lvr,buf,3.8,4500.0,Home
1391,4,"Wilkins, Jordan",ind, chi,3.6,4600.0,Away
1392,4,"Drake, Kenyan",ari, car,3.5,7000.0,Away
1393,4,"Dallas, DeeJay",sea, mia,3.3,4500.0,Away
1394,4,"Hill, Brian",atl, gnb,3.3,4900.0,Away
1395,4,"Jackson, Justin",lac, tam,3.1,4800.0,Away
1396,4,"Kelley, Joshua",lac, tam,2.8,5300.0,Away
1397,4,"Lewis, Dion",nyg, lar,2.8,5000.0,Away
1398,4,"Richard, Jalen",lvr,buf,2.6,4500.0,Home
1399,4,"Hilliard, Dontrell",cle, dal,2.6,4500.0,Away
1400,4,"Wilson Jr., Jeff",sfo,phi,2.4,5900.0,Home
1401,4,"Dobbins, J.K.",bal, was,2.2,5700.0,Away
1402,4,"Freeman, Royce",den, nyj,2.2,4800.0,Away
1403,4,"Ballage, Kalen",nyj,den,2.1,5200.0,Home
1404,4,"Bernard, Giovani",cin,jac,1.9,4800.0,Home
1405,4,"Ekeler, Austin",lac, tam,1.9,6900.0,Away
1406,4,"Juszczyk, Kyle",sfo,phi,1.8,4500.0,Home
1407,4,"Johnson, Kerryon",det,nor,1.7,5100.0,Home
1408,4,"Perine, La'Mical",nyj,den,1.5,4800.0,Home
1409,4,"Nabers, Gabe",lac, tam,1.4,4500.0,Away
1410,4,"Ervin, Tyler",gnb,atl,1.3,4600.0,Home
1411,4,"Burton, Michael",nor, det,1.2,4500.0,Away
1412,4,"McCoy, LeSean",tam,lac,1.1,4600.0,Home
1413,4,"Smith, Keith",atl, gnb,0.9,4500.0,Away
1414,4,"Cox, Chandler",mia,sea,0.8,4500.0,Home
1415,4,"Barber, Peyton",was,bal,0.5,4900.0,Home
1416,4,"Howard, Jordan",mia,sea,0.4,5000.0,Home
1417,4,"Dillon, AJ",gnb,atl,0.3,4500.0,Home
1418,4,"Clement, Corey",phi, sfo,0.3,4600.0,Away
1419,4,"Ham, C.J.",min, hou,0.2,4500.0,Away
1420,4,"Williams, Darrel",kan,nwe,0.2,4600.0,Home
1421,4,"Armah, Alex",car,ari,0.2,4500.0,Home
1422,4,"Scott, Boston",phi, sfo,0.1,4700.0,Away
1423,4,"Thompson, Darwin",kan,nwe,0.0,4500.0,Home
1424,4,"Thompson, Chris",jac, cin,0.0,5000.0,Away
1425,4,"Boone, Mike",min, hou,0.0,4500.0,Away
1426,4,"Washington, Dwayne",nor, det,0.0,4500.0,Away
1427,4,"Hill, Justice",bal, was,0.0,4500.0,Away
1428,4,"Johnson, Jakob",nwe, kan,0.0,4500.0,Away
1429,4,"Bellore, Nick",sea, mia,0.0,4500.0,Away
1430,4,"Miller, Bruce",jac, cin,0.0,4500.0,Away
1431,4,"Nall, Ryan",chi,ind,0.0,4500.0,Home
1432,4,"Penny, Elijhaa",nyg, lar,0.0,4500.0,Away
1433,4,"Abdullah, Ameer",min, hou,0.0,4500.0,Away
1434,4,"Barner, Kenjon",tam,lac,0.0,4500.0,Home
1435,4,"Sherman, Anthony",kan,nwe,0.0,4500.0,Home
1436,4,"Laird, Patrick",mia,sea,0.0,4500.0,Home
1437,4,"Howell, Buddy",hou,min,0.0,4500.0,Home
1438,4,"Booker, Devontae",lvr,buf,0.0,4800.0,Home
1439,4,"Ogunbowale, Dare",jac, cin,0.0,4500.0,Away
1440,4,"Jones, Taiwan",buf, lvr,0.0,4500.0,Away
1441,4,"Prosise, C.J.",hou,min,0.0,4500.0,Home
1442,4,"Perine, Samaje",cin,jac,0.0,4500.0,Home
1443,4,"Ricard, Patrick",bal, was,0.0,4500.0,Away
1444,4,"Janovich, Andy",cle, dal,0.0,4500.0,Away
1445,4,"Yeldon, T.J.",buf, lvr,0.0,4500.0,Away
1446,4,"Hasty, JaMycal",sfo,phi,0.0,5000.0,Home
1447,4,"Calais, Raymond",lar,nyg,0.0,4500.0,Home
1448,4,"Killins, Adrian",phi, sfo,-0.5,4500.0,Away
1449,4,"Beckham Jr., Odell",cle, dal,35.9,6600.0,Away
1450,4,"Cooper, Amari",dal,cle,27.4,7100.0,Home
1451,4,"Chark, D.J.",jac, cin,25.5,6800.0,Away
1452,4,"Lamb, CeeDee",dal,cle,22.7,5600.0,Home
1453,4,"Thielen, Adam",min, hou,22.2,7100.0,Away
1454,4,"Evans, Mike",tam,lac,21.7,7400.0,Home
1455,4,"Patrick, Tim",den, nyj,20.3,5300.0,Away
1456,4,"Fuller, Will",hou,min,19.8,6100.0,Home
1457,4,"Robinson, Allen",chi,ind,19.6,7000.0,Home
1458,4,"Smith, Tre'Quan",nor, det,19.4,5300.0,Away
1459,4,"Moore, David",sea, mia,17.0,4600.0,Away
1460,4,"Miller, Scott",tam,lac,16.8,5000.0,Home
1461,4,"McLaurin, Terry",was,bal,16.8,6600.0,Home
1462,4,"Parker, DeVante",mia,sea,16.0,6500.0,Home
1463,4,"Kupp, Cooper",lar,nyg,15.2,7200.0,Home
1464,4,"Diggs, Stefon",buf, lvr,14.5,7000.0,Away
1465,4,"Hill, Tyreek",kan,nwe,14.4,8000.0,Home
1466,4,"Golladay, Kenny",det,nor,14.2,7300.0,Home
1467,4,"Anderson, Robby",car,ari,13.9,6200.0,Home
1468,4,"Crowder, Jamison",nyj,den,13.9,6000.0,Home
1469,4,"Guyton, Jalen",lac, tam,13.7,4800.0,Away
1470,4,"Jeudy, Jerry",den, nyj,13.1,5600.0,Away
1471,4,"Boyd, Tyler",cin,jac,12.9,6000.0,Home
1472,4,"Landry, Jarvis",cle, dal,12.78,5700.0,Away
1473,4,"Fulgham, Travis",phi, sfo,12.7,4500.0,Away
1474,4,"Metcalf, D.K.",sea, mia,12.6,6900.0,Away
1475,4,"Aiyuk, Brandon",sfo,phi,12.6,5100.0,Home
1476,4,"Zaccheaus, Olamide",atl, gnb,12.6,5000.0,Away
1477,4,"Agholor, Nelson",lvr,buf,12.4,4700.0,Home
1478,4,"Sanders, Emmanuel",nor, det,12.3,5800.0,Away
1479,4,"Jefferson, Justin",min, hou,12.3,5400.0,Away
1480,4,"Johnson, Tyron",lac, tam,11.8,4500.0,Away
1481,4,"Shenault Jr., Laviska",jac, cin,11.6,5200.0,Away
1482,4,"Smith, Jeff",nyj,den,11.6,4500.0,Home
1483,4,"Higgins, Tee",cin,jac,11.0,5300.0,Home
1484,4,"Stills, Kenny",hou,min,10.9,4700.0,Home
1485,4,"Beasley, Cole",buf, lvr,10.7,5100.0,Away
1486,4,"Hardman, Mecole",kan,nwe,10.7,5200.0,Home
1487,4,"Brown, Marquise",bal, was,10.6,6300.0,Away
1488,4,"Byrd, Damiere",nwe, kan,10.5,4500.0,Away
1489,4,"Allen, Keenan",lac, tam,10.2,6900.0,Away
1490,4,"Harry, N'Keal",nwe, kan,9.6,5300.0,Away
1491,4,"Kirk, Christian",ari, car,9.4,5400.0,Away
1492,4,"Davis, Gabriel",buf, lvr,9.1,4600.0,Away
1493,4,"Renfrow, Hunter",lvr,buf,8.2,5300.0,Home
1494,4,"Hopkins, DeAndre",ari, car,7.6,8700.0,Away
1495,4,"Mooney, Darnell",chi,ind,7.4,4600.0,Home
1496,4,"Pascal, Zach",ind, chi,7.3,5000.0,Away
1497,4,"Moore, D.J.",car,ari,6.9,6800.0,Home
1498,4,"Ford, Isaiah",nwe, kan,6.8,4600.0,Away
1499,4,"Amendola, Danny",det,nor,6.7,5100.0,Home
1500,4,"Woods, Robert",lar,nyg,6.7,6700.0,Home
1501,4,"Cole, Keelan",jac, cin,6.6,5600.0,Away
1502,4,"Valdes-Scantling, Marquez",gnb,atl,6.5,5400.0,Home
1503,4,"Brown, Noah",dal,cle,6.3,4500.0,Home
1504,4,"Slayton, Darius",nyg, lar,6.3,5500.0,Away
1505,4,"Samuel, Curtis",car,ari,6.3,5100.0,Home
1506,4,"Brown, John",buf, lvr,6.2,6100.0,Away
1507,4,"Blake, Christian",atl, gnb,6.2,4900.0,Away
1508,4,"Samuel, Deebo",sfo,phi,6.0,6000.0,Home
1509,4,"Watson, Justin",tam,lac,6.0,4600.0,Home
1510,4,"Conley, Chris",jac, cin,5.9,4900.0,Away
1511,4,"Ward, Greg",phi, sfo,5.8,5000.0,Away
1512,4,"Jones, Zay",lvr,buf,5.2,4500.0,Home
1513,4,"Jones, Julio",atl, gnb,5.2,7900.0,Away
1514,4,"Grant, Jakeem",mia,sea,5.1,4700.0,Home
1515,4,"Edelman, Julian",nwe, kan,5.0,6400.0,Away
1516,4,"Wright, Isaiah",was,bal,4.9,4500.0,Home
1517,4,"Lockett, Tyler",sea, mia,4.9,7500.0,Away
1518,4,"Wilson, Cedrick",dal,cle,4.9,5000.0,Home
1519,4,"Inman, Dontrelle",was,bal,4.9,5000.0,Home
1520,4,"Ratley, Damion",nyg, lar,4.9,4500.0,Away
1521,4,"Bourne, Kendrick",sfo,phi,4.8,5500.0,Home
1522,4,"Cobb, Randall",hou,min,4.6,5400.0,Home
1523,4,"Hilton, T.Y.",ind, chi,4.4,5900.0,Away
1524,4,"Watkins, Sammy",kan,nwe,4.3,5600.0,Home
1525,4,"Hogan, Chris",nyj,den,4.3,5600.0,Home
1526,4,"Swain, Freddie",sea, mia,4.2,4700.0,Away
1527,4,"Tate, Golden",nyg, lar,4.0,5300.0,Away
1528,4,"Reynolds, Josh",lar,nyg,4.0,4600.0,Home
1529,4,"Williams, Preston",mia,sea,4.0,5500.0,Home
1530,4,"Gallup, Michael",dal,cle,3.9,5900.0,Home
1531,4,"Boykin, Miles",bal, was,3.8,4700.0,Away
1532,4,"McKenzie, Isaiah",buf, lvr,3.4,4500.0,Away
1533,4,"Hightower, John",phi, sfo,3.2,4500.0,Away
1534,4,"Johnson, Marcus",ind, chi,3.2,4500.0,Away
1535,4,"Miller, Anthony",chi,ind,3.1,5500.0,Home
1536,4,"Shepherd, Darrius",gnb,atl,3.1,4500.0,Home
1537,4,"Gage, Russell",atl, gnb,3.0,5800.0,Away
1538,4,"Snead, Willie",bal, was,3.0,5200.0,Away
1539,4,"Sims, Cam",was,bal,2.7,4500.0,Home
1540,4,"Taylor, Malik",gnb,atl,2.5,4500.0,Home
1541,4,"Harris, Deonte",nor, det,2.5,4700.0,Away
1542,4,"Ginn Jr., Ted",chi,ind,2.1,4600.0,Home
1543,4,"Erickson, Alex",cin,jac,2.1,4500.0,Home
1544,4,"Callaway, Marquez",nor, det,2.1,4500.0,Away
1545,4,"Tate, Auden",cin,jac,2.0,4500.0,Home
1546,4,"Olszewski, Gunner",nwe, kan,1.6,4500.0,Away
1547,4,"Roberts, Seth",car,ari,1.5,4600.0,Home
1548,4,"Hamilton, DaeSean",den, nyj,1.4,4800.0,Away
1549,4,"Jones, Marvin",det,nor,1.4,6000.0,Home
1550,4,"Fitzgerald, Larry",ari, car,1.4,5100.0,Away
1551,4,"Isabella, Andy",ari, car,1.3,5000.0,Away
1552,4,"Patterson, Cordarrelle",chi,ind,1.0,4700.0,Home
1553,4,"Thomas, Mike",cin,jac,1.0,4700.0,Home
1554,4,"Duvernay, Devin",bal, was,0.9,4500.0,Away
1555,4,"Green, A.J.",cin,jac,0.8,5700.0,Home
1556,4,"Roberts, Andre",buf, lvr,0.8,4500.0,Away
1557,4,"Zuber, Isaiah",nwe, kan,0.8,4500.0,Away
1558,4,"Bowden, Lynn",mia,sea,0.5,4500.0,Home
1559,4,"Board, C.J.",nyg, lar,0.3,4500.0,Away
1560,4,"Kemp, Marcus",kan,nwe,0.0,4500.0,Home
1561,4,"Cleveland, Tyrie",den, nyj,0.0,4500.0,Away
1562,4,"Hollins, Mack",mia,sea,0.0,4500.0,Home
1563,4,"Pringle, Byron",kan,nwe,0.0,4500.0,Home
1564,4,"Hamler, KJ",den, nyj,0.0,5000.0,Away
1565,4,"Zylstra, Brandon",car,ari,0.0,4500.0,Home
1566,4,"Fowler, Bennie",nor, det,0.0,4500.0,Away
1567,4,"Powell, Brandon",atl, gnb,0.0,4700.0,Away
1568,4,"Ridley, Calvin",atl, gnb,0.0,8100.0,Away
1569,4,"Turner, Malik",dal,cle,0.0,4500.0,Home
1570,4,"Gandy-Golden, Antonio",was,bal,0.0,4600.0,Home
1571,4,"Sherfield, Trent",ari, car,0.0,4500.0,Away
1572,4,"Osborn, K.J.",min, hou,0.0,4500.0,Away
1573,4,"Proche, James",bal, was,0.0,4500.0,Away
1574,4,"Malone, Josh",nyj,den,0.0,4500.0,Home
1575,4,"Cooper, Pharoh",car,ari,0.0,4500.0,Home
1576,4,"Peoples-Jones, Donovan",cle, dal,0.0,4500.0,Away
1577,4,"Berrios, Braxton",nyj,den,0.0,5900.0,Home
1578,4,"Hill, K.J.",lac, tam,0.0,4600.0,Away
1579,4,"Robinson, Demarcus",kan,nwe,0.0,4900.0,Home
1580,4,"Spencer, Diontae",den, nyj,0.0,4500.0,Away
1581,4,"Moore, Jason",lac, tam,0.0,4500.0,Away
1582,4,"Johnson, Olabisi",min, hou,0.0,4600.0,Away
1583,4,"Johnson, Tyler",tam,lac,0.0,4500.0,Home
1584,4,"Wims, Javon",chi,ind,0.0,4600.0,Home
1585,4,"Cooks, Brandin",hou,min,0.0,5300.0,Home
1586,4,"Sanu, Mohamed",sfo,phi,0.0,4900.0,Home
1587,4,"Taylor, Trent",sfo,phi,0.0,4500.0,Home
1588,4,"Cager, Lawrence",nyj,den,0.0,4700.0,Home
1589,4,"Burnett, Deontay",phi, sfo,0.0,4500.0,Away
1590,4,"Slater, Matthew",nwe, kan,0.0,4500.0,Away
1591,4,"Dulin, Ashton",ind, chi,0.0,4500.0,Away
1592,4,"Webster, Nsimba",lar,nyg,0.0,4500.0,Home
1593,4,"Jefferson, Van",lar,nyg,0.0,4700.0,Home
1594,4,"Doss, Keelan",lvr,buf,0.0,4500.0,Home
1595,4,"Johnson, Collin",jac, cin,0.0,4600.0,Away
1596,4,"Beebe, Chad",min, hou,0.0,4500.0,Away
1597,4,"Pettis, Dante",nyg, lar,0.0,4600.0,Away
1598,4,"Hall, Marvin",det,nor,0.0,4800.0,Home
1599,4,"Cephus, Quintez",det,nor,0.0,4700.0,Home
1600,4,"Carter, DeAndre",hou,min,-2.0,4500.0,Home
1601,4,"Kittle, George",sfo,phi,32.6,7500.0,Home
1602,4,"Tonyan, Robert",gnb,atl,30.8,5100.0,Home
1603,4,"Andrews, Mark",bal, was,19.2,7400.0,Away
1604,4,"Schultz, Dalton",dal,cle,15.2,4900.0,Home
1605,4,"Howard, O.J.",tam,lac,12.5,4800.0,Home
1606,4,"Hooper, Austin",cle, dal,11.9,5100.0,Away
1607,4,"Waller, Darren",lvr,buf,11.3,6700.0,Home
1608,4,"Hockenson, T.J.",det,nor,9.9,5400.0,Home
1609,4,"Witten, Jason",lvr,buf,8.8,4300.0,Home
1610,4,"Kelce, Travis",kan,nwe,8.5,7600.0,Home
1611,4,"Parham, Donald",lac, tam,8.4,4000.0,Away
1612,4,"Alie-Cox, Mo",ind, chi,7.8,5300.0,Away
1613,4,"Thomas, Ian",car,ari,7.5,4400.0,Home
1614,4,"Hurst, Hayden",atl, gnb,7.1,5700.0,Away
1615,4,"Thomas, Jordan",ari, car,6.8,4000.0,Away
1616,4,"Brate, Cameron",tam,lac,6.8,4000.0,Home
1617,4,"Engram, Evan",nyg, lar,6.5,5600.0,Away
1618,4,"Sample, Drew",cin,jac,6.2,4700.0,Home
1619,4,"Akins, Jordan",hou,min,6.1,4900.0,Home
1620,4,"Olsen, Greg",sea, mia,6.0,5000.0,Away
1621,4,"Fant, Noah",den, nyj,6.0,5900.0,Away
1622,4,"Arnold, Dan",ari, car,5.9,4300.0,Away
1623,4,"Everett, Gerald",lar,nyg,5.7,4200.0,Home
1624,4,"Bryant, Harrison",cle, dal,5.7,4400.0,Away
1625,4,"Graham, Jimmy",chi,ind,5.3,5300.0,Home
1626,4,"Rodgers, Richard",phi, sfo,5.0,4500.0,Away
1627,4,"Henry, Hunter",lac, tam,4.9,6100.0,Away
1628,4,"Ertz, Zach",phi, sfo,4.9,6500.0,Away
1629,4,"Smythe, Durham",mia,sea,4.0,4100.0,Home
1630,4,"Rudolph, Kyle",min, hou,3.7,4800.0,Away
1631,4,"Higbee, Tyler",lar,nyg,3.6,6000.0,Home
1632,4,"James, Jesse",det,nor,3.6,4600.0,Home
1633,4,"Bell, Blake",dal,cle,3.4,4000.0,Home
1634,4,"Gronkowski, Rob",tam,lac,3.4,5200.0,Home
1635,4,"Eifert, Tyler",jac, cin,3.2,4800.0,Away
1636,4,"Fells, Darren",hou,min,3.1,4600.0,Home
1637,4,"O'Shaughnessy, James",jac, cin,3.1,4000.0,Away
1638,4,"Carter, Cethan",cin,jac,2.9,4000.0,Home
1639,4,"Burton, Trey",ind, chi,2.6,4500.0,Away
1640,4,"Knox, Dawson",buf, lvr,2.6,4600.0,Away
1641,4,"Griffin, Ryan",nyj,den,2.5,4100.0,Home
1642,4,"Dissly, Will",sea, mia,2.5,4600.0,Away
1643,4,"Manhertz, Chris",car,ari,2.2,4000.0,Home
1644,4,"Gesicki, Mike",mia,sea,2.0,5700.0,Home
1645,4,"Carlson, Stephen",cle, dal,2.0,4000.0,Away
1646,4,"Doyle, Jack",ind, chi,1.7,5000.0,Away
1647,4,"Kroft, Tyler",buf, lvr,1.7,4700.0,Away
1648,4,"Herndon, Chris",nyj,den,1.6,4800.0,Home
1649,4,"Smith, Kaden",nyg, lar,1.5,4100.0,Away
1650,4,"Boyle, Nick",bal, was,1.4,4300.0,Away
1651,4,"Thomas, Logan",was,bal,1.3,4900.0,Home
1652,4,"Moreau, Foster",lvr,buf,1.3,4400.0,Home
1653,4,"Vannett, Nick",den, nyj,1.2,4000.0,Away
1654,4,"Hill, Josh",nor, det,1.2,4200.0,Away
1655,4,"Harris, Demetrius",chi,ind,1.1,4000.0,Home
1656,4,"Mundt, Johnny",lar,nyg,1.0,4000.0,Home
1657,4,"Yelder, Deon",kan,nwe,1.0,4000.0,Home
1658,4,"Hudson, Tanner",tam,lac,0.0,4000.0,Home
1659,4,"Sprinkle, Jeremy",was,bal,0.0,4000.0,Home
1660,4,"Butt, Jake",den, nyj,0.0,4200.0,Away
1661,4,"Graham, Jaeden",atl, gnb,0.0,4000.0,Away
1662,4,"Izzo, Ryan",nwe, kan,0.0,4100.0,Away
1663,4,"Beck, Andrew",den, nyj,0.0,4000.0,Away
1664,4,"Deguara, Josiah",gnb,atl,0.0,4000.0,Home
1665,4,"Shaheen, Adam",mia,sea,0.0,4200.0,Home
1666,4,"Kmet, Cole",chi,ind,0.0,4100.0,Home
1667,4,"Brown, Pharaoh",hou,min,0.0,4000.0,Home
1668,4,"Carrier, Derek",lvr,buf,0.0,4000.0,Home
1669,4,"Trautman, Adam",nor, det,0.0,4000.0,Away
1670,4,"Green, Virgil",lac, tam,0.0,4000.0,Away
1671,4,"Holtz, J.P.",chi,ind,0.0,4000.0,Home
1672,4,"Smith Jr., Irv",min, hou,0.0,4500.0,Away
1673,4,"Willson, Luke",sea, mia,0.0,4000.0,Away
1674,4,"Asiasi, Devin",nwe, kan,0.0,4000.0,Away
1675,4,"Daniels, Darrell",ari, car,0.0,4000.0,Away
1676,4,"Gilliam, Reggie",buf, lvr,0.0,4500.0,Away
1677,4,"Anderson, Stephen",lac, tam,0.0,4000.0,Away
1678,4,"Toilolo, Levine",nyg, lar,0.0,4000.0,Away
1679,4,"Stocker, Luke",atl, gnb,0.0,4000.0,Away
1680,4,"Brown, Daniel",nyj,den,0.0,4000.0,Home
1681,4,"Sternberger, Jace",gnb,atl,0.0,4400.0,Home
1682,4,"Hollister, Jacob",sea, mia,0.0,4000.0,Away
1683,4,"Keizer, Nick",kan,nwe,0.0,4000.0,Home
1684,4,"Conklin, Tyler",min, hou,0.0,4000.0,Away
1685,4,"Wesco, Trevon",nyj,den,0.0,4000.0,Home
1686,4,"Baugh, Marcus",was,bal,0.0,4000.0,Home
1687,4,"Dwelley, Ross",sfo,phi,0.0,4700.0,Home
1688,4,Kansas City,kan,nwe,20.0,3800.0,Home
1689,4,Philadelphia,phi, sfo,18.0,4200.0,Away
1690,4,LA Rams,lar,nyg,11.0,4800.0,Home
1691,4,New York J,nyj,den,8.0,3400.0,Home
1692,4,Indianapolis,ind, chi,7.0,4900.0,Away
1693,4,Denver,den, nyj,6.0,4700.0,Away
1694,4,Buffalo,buf, lvr,6.0,4400.0,Away
1695,4,Tampa Bay,tam,lac,6.0,4700.0,Home
1696,4,San Francisco,sfo,phi,6.0,4800.0,Home
1697,4,Baltimore,bal, was,6.0,5000.0,Away
1698,4,Cincinnati,cin,jac,5.0,3400.0,Home
1699,4,Cleveland,cle, dal,5.0,3900.0,Away
1700,4,Seattle,sea, mia,5.0,4000.0,Away
1701,4,Green Bay,gnb,atl,5.0,3900.0,Home
1702,4,Minnesota,min, hou,5.0,3300.0,Away
1703,4,New York G,nyg, lar,5.0,3000.0,Away
1704,4,New Orleans,nor, det,4.0,4600.0,Away
1705,4,Washington,was,bal,4.0,3500.0,Home
1706,4,New England,nwe, kan,4.0,4200.0,Away
1707,4,LA Chargers,lac, tam,4.0,4300.0,Away
1708,4,Carolina,car,ari,3.0,3600.0,Home
1709,4,Miami,mia,sea,3.0,3500.0,Home
1710,4,Jacksonville,jac, cin,2.0,3700.0,Away
1711,4,Houston,hou,min,2.0,3700.0,Home
1712,4,Chicago,chi,ind,2.0,4100.0,Home
1713,4,Arizona,ari, car,1.0,3800.0,Away
1714,4,Las Vegas,lvr,buf,0.0,3300.0,Home
1715,4,Detroit,det,nor,0.0,3200.0,Home
1716,4,Atlanta,atl, gnb,0.0,3100.0,Away
1717,4,Dallas,dal,cle,-2.0,3400.0,Home
1718,5,"Mahomes II, Patrick",kan,lvr,30.7,9000.0,Home
1719,5,"Tannehill, Ryan",ten,buf,30.0,7000.0,Home
1720,5,"Fitzpatrick, Ryan",mia, sfo,27.6,7100.0,Away
1721,5,"Herbert, Justin",lac, nor,27.36,7000.0,Away
1722,5,"Murray, Kyler",ari, nyj,27.3,8300.0,Away
1723,5,"Watson, Deshaun",hou,jac,26.86,7900.0,Home
1724,5,"Wilson, Russell",sea,min,25.48,8600.0,Home
1725,5,"Goff, Jared",lar, was,25.36,7500.0,Away
1726,5,"Carr, Derek",lvr, kan,24.98,6900.0,Away
1727,5,"Brees, Drew",nor,lac,22.1,7600.0,Home
1728,5,"Roethlisberger, Ben",pit,phi,21.36,7400.0,Home
1729,5,"Bridgewater, Teddy",car, atl,20.82,7100.0,Away
1730,5,"Minshew, Gardner",jac, hou,19.84,7200.0,Away
1731,5,"Wentz, Carson",phi, pit,19.42,7200.0,Away
1732,5,"Allen, Josh",buf, ten,18.32,8400.0,Away
1733,5,"Mayfield, Baker",cle,ind,17.58,6800.0,Home
1734,5,"Cousins, Kirk",min, sea,15.16,6800.0,Away
1735,5,"Jackson, Lamar",bal,cin,14.5,8900.0,Home
1736,5,"Brady, Tom",tam, chi,14.12,7500.0,Away
1737,5,"Prescott, Dak",dal,nyg,13.94,8700.0,Home
1738,5,"Flacco, Joe",nyj,ari,13.8,6000.0,Home
1739,5,"Foles, Nick",chi,tam,12.62,7100.0,Home
1740,5,"Allen, Kyle",was,lar,9.66,6000.0,Home
1741,5,"Jones, Daniel",nyg, dal,8.18,7000.0,Away
1742,5,"Ryan, Matt",atl,car,7.94,7700.0,Home
1743,5,"Rivers, Philip",ind, cle,7.62,6900.0,Away
1744,5,"Hill, Taysom",nor,lac,7.3,4800.0,Home
1745,5,"Beathard, C.J.",sfo,mia,5.76,6000.0,Home
1746,5,"Burrow, Joe",cin, bal,5.32,7300.0,Away
1747,5,"Dalton, Andy",dal,nyg,2.44,6000.0,Home
